heldout,method,model,representation,pair_count,mae_s,rmse_s,medae_s,r2,bias_s,aug_mean
TS0330A,racdiff,rf,fusion_shape,3,39.75258671472805,63.184306337541024,28.419285783113157,0.7016084851946937,-8.273408457658531,40.666666666666664
TS0330A,racdiff,rf,pressure_absolute,3,113.92417692822686,129.1720295436921,115.41309085582219,-0.19864847907436303,23.79100955518661,40.666666666666664
TS0330A,racdiff,rf,pressure_shape,3,115.39409371017511,143.4004867751577,96.32293125828626,-0.47901157962130125,-27.06731942569338,40.666666666666664
TS0330A,racdiff,rf,temperature,3,39.38979790413803,62.87319956379296,27.70805937697679,0.7045021854088205,-7.468724660198074,40.666666666666664
TS0330A,real_only,huber,fusion_absolute,3,181.961088156351,185.0298858480926,180.3154033205269,-2.1966863574911515,22.88562944980622,0.0
TS0330A,real_only,huber,fusion_shape,3,40.625980550103186,48.82117851268942,34.95684688726649,0.8177723788038703,3.4724774990726783,0.0
TS0330A,real_only,huber,pressure_absolute,3,126.94194468797046,156.12190800890815,105.38670373505425,-0.752629599979882,26.540926799132027,0.0
TS0330A,real_only,huber,pressure_shape,3,130.5746783842259,149.5458782646788,120.93982538050442,-0.6070566506306535,-29.238400107769834,0.0
TS0330A,real_only,huber,temperature,3,29.0051113041966,31.914270972334975,28.74355434228759,0.897417596677211,14.843222879273272,0.0
TS0330A,real_only,rf,fusion_absolute,3,39.89954744896657,59.7989620876977,26.65899192215528,0.7417825044488177,-6.9687536001351305,0.0
TS0330A,real_only,rf,fusion_shape,3,41.567901607971905,63.343212825895364,28.508115482406538,0.711302149224646,-11.303400413358887,0.0
TS0330A,real_only,rf,pressure_absolute,3,97.06365427362645,115.55760979384702,89.53989586038945,0.030510106654000734,18.18752911049083,0.0
TS0330A,real_only,rf,pressure_shape,3,110.7163885967668,140.47428660245643,78.95200230221495,-0.41747752179084413,-30.994964786430774,0.0
TS0330A,real_only,rf,temperature,3,40.52592035633088,61.49140563023957,27.174967303059304,0.7281601357683023,-8.976838919679802,0.0
TS0330B,classical_anchor_matched,huber,fusion_absolute,3,375.282252450573,377.08046785347386,369.7166603488636,-22.59091742690263,273.27430744053726,51.333333333333336
TS0330B,classical_anchor_matched,huber,fusion_shape,3,57.1636118025697,62.86965033020889,55.46911940202589,0.6371231013201625,-31.214203690678662,51.333333333333336
TS0330B,classical_anchor_matched,huber,pressure_absolute,3,290.77339898239103,325.1087551404321,255.6409655391958,-9.40088429218798,-200.81147426706684,51.333333333333336
TS0330B,classical_anchor_matched,huber,pressure_shape,3,132.14192418157003,163.98650356265105,111.00256094996696,-1.442330861069957,-79.56969547048375,51.333333333333336
TS0330B,classical_anchor_matched,huber,temperature,3,50.49847409387809,55.063953261044276,57.4899345700501,0.7156851761211648,-35.82221212242254,51.333333333333336
TS0330B,classical_anchor_matched,rf,fusion_absolute,3,45.683993226083125,49.01461065375139,46.07291855535535,0.77444870751028,-25.624826031481167,51.333333333333336
TS0330B,classical_anchor_matched,rf,fusion_shape,3,51.53740412476177,56.51176520036288,50.84758625356076,0.6853570341107188,-42.37645882928096,51.333333333333336
TS0330B,classical_anchor_matched,rf,pressure_absolute,3,126.87246608760093,151.3284644106966,111.74457967927803,-0.9141769601450355,106.61399475754932,51.333333333333336
TS0330B,classical_anchor_matched,rf,pressure_shape,3,106.11722821686,127.80963740235934,105.97995340341572,-0.41938121517792765,-55.08143314434897,51.333333333333336
TS0330B,classical_anchor_matched,rf,temperature,3,57.47574523020999,61.12751952012522,58.93680958637432,0.6092925248576626,-51.67017893526789,51.333333333333336
TS0330B,racdiff,huber,fusion_absolute,3,346.2793778492898,348.15067361471296,341.7222741781293,-19.056338937707952,257.47180848942367,51.333333333333336
TS0330B,racdiff,huber,fusion_shape,3,56.14823795665964,62.641521359961665,57.582700430968195,0.622063584582543,-39.010443381601185,51.333333333333336
TS0330B,racdiff,huber,pressure_absolute,3,186.1571650299433,211.40574968902408,144.3572042517554,-3.041481213801229,-28.87198229042674,51.333333333333336
TS0330B,racdiff,huber,pressure_shape,3,119.97342178216137,142.4437162844201,123.67224356478954,-0.8834579758679318,-66.25566063997238,51.333333333333336
TS0330B,racdiff,huber,temperature,3,53.326321597739046,57.29902803431194,55.135726898175676,0.6724090384837279,-46.835137331884674,51.333333333333336
TS0330B,racdiff,rf,fusion_absolute,3,51.42961857028539,55.713981072787895,52.924242768732405,0.7082351387682505,-39.346357977437044,51.333333333333336
TS0330B,racdiff,rf,fusion_shape,3,50.42859892964311,55.26986726999167,52.150731922593536,0.7010755055590091,-43.513474725241174,51.333333333333336
TS0330B,racdiff,rf,pressure_absolute,3,104.55281859523329,130.5613852811299,81.47580386782407,-0.42166096818952176,36.44380247391872,51.333333333333336
TS0330B,racdiff,rf,pressure_shape,3,99.67467849903308,118.02699574701603,96.83165437699763,-0.2199492403589288,-65.43989957011087,51.333333333333336
TS0330B,racdiff,rf,temperature,3,56.69096482810129,59.28947395620089,58.70130585884368,0.6175701979504978,-54.20079368023312,51.333333333333336
TS0330B,real_only,huber,fusion_absolute,3,437.62167998666314,439.00865982323194,436.58507768122513,-32.33946511549285,330.09317226095465,0.0
